Id,DateOfPrice,Value
id_0,03/03/2022 00:00:00,10.3
id_1,03/03/2022 00:00:00,10.3
id_2,03/03/2022 00:00:00,10.3
id_3,03/03/2022 00:00:00,10.3
id_0,03/04/2022 00:00:00,10.482300081978721
id_1,03/04/2022 00:00:00,10.34566906293989
id_2,03/04/2022 00:00:00,10.001486728659922
id_3,03/04/2022 00:00:00,10.226426196857574
id_0,03/07/2022 00:00:00,10.204462889534668
id_1,03/07/2022 00:00:00,10.401246029089451
id_2,03/07/2022 00:00:00,9.537107663513801
id_3,03/07/2022 00:00:00,10.40698440462959
id_0,03/08/2022 00:00:00,10.298378655451467
id_1,03/08/2022 00:00:00,10.30883122607213
id_2,03/08/2022 00:00:00,9.405438109656643
id_3,03/08/2022 00:00:00,10.509775813127748
id_0,03/09/2022 00:00:00,10.941161759174195
id_1,03/09/2022 00:00:00,10.614829677197795
id_2,03/09/2022 00:00:00,9.640568478951003
id_3,03/09/2022 00:00:00,10.30913707325405
id_0,03/10/2022 00:00:00,11.040325279530279
id_1,03/10/2022 00:00:00,10.58578720566091
id_2,03/10/2022 00:00:00,9.833652486666153
id_3,03/10/2022 00:00:00,10.210964669021005
id_0,03/11/2022 00:00:00,10.87894553551608
id_1,03/11/2022 00:00:00,10.713503041039457
id_2,03/11/2022 00:00:00,10.01005546396695
id_3,03/11/2022 00:00:00,10.164230163025323
id_0,03/14/2022 00:00:00,10.816380399351743
id_1,03/14/2022 00:00:00,10.64032216751391
id_2,03/14/2022 00:00:00,9.910923960887212
id_3,03/14/2022 00:00:00,10.028285287859788
id_0,03/15/2022 00:00:00,10.642679152660074
id_1,03/15/2022 00:00:00,10.801562075393822
id_2,03/15/2022 00:00:00,9.825623506335116
id_3,03/15/2022 00:00:00,9.620956621112006
id_0,03/16/2022 00:00:00,10.365776166508887
id_1,03/16/2022 00:00:00,11.128523576460697
id_2,03/16/2022 00:00:00,9.731942665221096
id_3,03/16/2022 00:00:00,9.626790789557903
id_0,03/17/2022 00:00:00,10.410611229019102
id_1,03/17/2022 00:00:00,11.349419951579508
id_2,03/17/2022 00:00:00,10.022873469390248
id_3,03/17/2022 00:00:00,9.621912683481547
id_0,03/18/2022 00:00:00,10.632155500265243
id_1,03/18/2022 00:00:00,11.576372720157222
id_2,03/18/2022 00:00:00,10.38805404379898
id_3,03/18/2022 00:00:00,9.468489536670438
id_0,03/21/2022 00:00:00,10.944212133574672
id_1,03/21/2022 00:00:00,11.63447338462553
id_2,03/21/2022 00:00:00,10.169768895399303
id_3,03/21/2022 00:00:00,9.427822929044533
id_0,03/22/2022 00:00:00,10.63282029146627
id_1,03/22/2022 00:00:00,11.688601216423265
id_2,03/22/2022 00:00:00,10.107654341296183
id_3,03/22/2022 00:00:00,9.61434227359614
id_0,03/23/2022 00:00:00,10.91092660588876
id_1,03/23/2022 00:00:00,11.660446273651923
id_2,03/23/2022 00:00:00,10.213082442477084
id_3,03/23/2022 00:00:00,9.643362266227326
id_0,03/24/2022 00:00:00,10.64996168337516
id_1,03/24/2022 00:00:00,11.735573494372831
id_2,03/24/2022 00:00:00,10.158515531884104
id_3,03/24/2022 00:00:00,10.015462358833396
id_0,03/25/2022 00:00:00,10.44159542979714
id_1,03/25/2022 00:00:00,11.404956187026006
id_2,03/25/2022 00:00:00,10.046590586041228
id_3,03/25/2022 00:00:00,10.229251272047886
id_0,03/28/2022 00:00:00,10.147808290287571
id_1,03/28/2022 00:00:00,11.475901132434128
id_2,03/28/2022 00:00:00,10.242544865626536
id_3,03/28/2022 00:00:00,9.923450805539515
id_0,03/29/2022 00:00:00,10.360202194405124
id_1,03/29/2022 00:00:00,11.452432112627326
id_2,03/29/2022 00:00:00,10.20065311998989
id_3,03/29/2022 00:00:00,9.814759467183825
id_0,03/30/2022 00:00:00,10.20080947960032
id_1,03/30/2022 00:00:00,11.090870899479448
id_2,03/30/2022 00:00:00,10.015348834303564
id_3,03/30/2022 00:00:00,9.466476406348136
id_0,03/31/2022 00:00:00,10.209598361657397
id_1,03/31/2022 00:00:00,10.78556511295037
id_2,03/31/2022 00:00:00,10.015480808052413
id_3,03/31/2022 00:00:00,9.300585464362028
id_0,04/01/2022 00:00:00,10.135585456385177
id_1,04/01/2022 00:00:00,10.846026604882983
id_2,04/01/2022 00:00:00,9.848539081628317
id_3,04/01/2022 00:00:00,9.289563963510338
id_0,04/04/2022 00:00:00,9.944506344399384
id_1,04/04/2022 00:00:00,10.70828935898249
id_2,04/04/2022 00:00:00,9.919258825750193
id_3,04/04/2022 00:00:00,9.075700787886177
id_0,04/05/2022 00:00:00,10.180790532168968
id_1,04/05/2022 00:00:00,10.796937044181877
id_2,04/05/2022 00:00:00,10.21647060932726
id_3,04/05/2022 00:00:00,9.03861564518544
id_0,04/06/2022 00:00:00,10.159278821340681
id_1,04/06/2022 00:00:00,10.66334056391711
id_2,04/06/2022 00:00:00,10.090229750332623
id_3,04/06/2022 00:00:00,9.181376363056026
id_0,04/07/2022 00:00:00,10.08130195448142
id_1,04/07/2022 00:00:00,10.562725693287653
id_2,04/07/2022 00:00:00,9.944917254726324
id_3,04/07/2022 00:00:00,9.191113370325253
id_0,04/08/2022 00:00:00,10.001995452326847
id_1,04/08/2022 00:00:00,10.692753054065998
id_2,04/08/2022 00:00:00,9.596383277872036
id_3,04/08/2022 00:00:00,9.246638678839062
id_0,04/11/2022 00:00:00,9.93768682908744
id_1,04/11/2022 00:00:00,10.616116218887216
id_2,04/11/2022 00:00:00,9.705575455397415
id_3,04/11/2022 00:00:00,9.032859001195995
id_0,04/12/2022 00:00:00,9.917772108912864
id_1,04/12/2022 00:00:00,10.73381682322482
id_2,04/12/2022 00:00:00,9.234171014405677
id_3,04/12/2022 00:00:00,9.207775859405633
id_0,04/13/2022 00:00:00,9.980824433713492
id_1,04/13/2022 00:00:00,10.874547306456673
id_2,04/13/2022 00:00:00,9.354139160188037
id_3,04/13/2022 00:00:00,9.12139326934015
id_0,04/14/2022 00:00:00,9.983654869778642
id_1,04/14/2022 00:00:00,10.69343174219
id_2,04/14/2022 00:00:00,9.120667345966938
id_3,04/14/2022 00:00:00,9.070833028356631
id_0,04/19/2022 00:00:00,10.204734526917182
id_1,04/19/2022 00:00:00,10.49250626404292
id_2,04/19/2022 00:00:00,9.072310138140791
id_3,04/19/2022 00:00:00,9.179355518490494
id_0,04/20/2022 00:00:00,10.113488398362772
id_1,04/20/2022 00:00:00,10.577945893603953
id_2,04/20/2022 00:00:00,9.010031017522953
id_3,04/20/2022 00:00:00,9.249525282522946
id_0,04/21/2022 00:00:00,10.144490660577153
id_1,04/21/2022 00:00:00,10.65010803786916
id_2,04/21/2022 00:00:00,9.041888221935347
id_3,04/21/2022 00:00:00,8.939530921267105
id_0,04/22/2022 00:00:00,10.529855026838625
id_1,04/22/2022 00:00:00,10.81582519185581
id_2,04/22/2022 00:00:00,8.927409268574545
id_3,04/22/2022 00:00:00,9.262913184955861
id_0,04/25/2022 00:00:00,10.542398569054818
id_1,04/25/2022 00:00:00,10.720922727868302
id_2,04/25/2022 00:00:00,8.833154772427006
id_3,04/25/2022 00:00:00,9.154716389692041
id_0,04/26/2022 00:00:00,10.465863772015432
id_1,04/26/2022 00:00:00,10.514985759237813
id_2,04/26/2022 00:00:00,8.74595493436122
id_3,04/26/2022 00:00:00,9.118550875693389
id_0,04/27/2022 00:00:00,10.562361470798526
id_1,04/27/2022 00:00:00,10.352415019490804
id_2,04/27/2022 00:00:00,9.085780639612114
id_3,04/27/2022 00:00:00,9.247194637112766
id_0,04/28/2022 00:00:00,10.482742686018282
id_1,04/28/2022 00:00:00,10.459529144762103
id_2,04/28/2022 00:00:00,9.042917773131714
id_3,04/28/2022 00:00:00,9.27301162263959
id_0,04/29/2022 00:00:00,10.377954813715833
id_1,04/29/2022 00:00:00,10.829007069402826
id_2,04/29/2022 00:00:00,9.069192023578198
id_3,04/29/2022 00:00:00,9.399811348073557
