Id,DateOfPrice,Value
id_0,03/03/2022 00:00:00,100.0
id_0,03/04/2022 00:00:00,114.28419375589831
id_0,03/05/2022 00:00:00,95.99611262194364
id_0,03/06/2022 00:00:00,92.49544601059011
id_0,03/07/2022 00:00:00,73.94858919874093
id_0,03/08/2022 00:00:00,54.984020741934785
id_0,03/09/2022 00:00:00,31.453235489839226
id_0,03/10/2022 00:00:00,44.50392535375698
id_0,03/11/2022 00:00:00,56.22473998756848
id_0,03/12/2022 00:00:00,67.12538961193354
id_0,03/13/2022 00:00:00,42.18826200119918
id_0,03/14/2022 00:00:00,29.59442235134251
id_0,03/15/2022 00:00:00,10.97158836610221
id_0,03/16/2022 00:00:00,16.16308406875936
id_0,03/17/2022 00:00:00,40.23004100188766
id_0,03/18/2022 00:00:00,39.60224798779485
id_0,03/19/2022 00:00:00,40.32593352115593
id_0,03/20/2022 00:00:00,56.34743625266492
id_0,03/21/2022 00:00:00,81.07831935870654
id_0,03/22/2022 00:00:00,96.17206607548084
id_0,03/23/2022 00:00:00,104.95071775918188
id_0,03/24/2022 00:00:00,107.36804975336942
id_0,03/25/2022 00:00:00,104.9704007570736
id_0,03/26/2022 00:00:00,126.93595855265654
id_0,03/27/2022 00:00:00,123.66078653369416
id_0,03/28/2022 00:00:00,125.0275064369912
id_0,03/29/2022 00:00:00,109.29684726357046
id_0,03/30/2022 00:00:00,89.1012760596597
id_0,03/31/2022 00:00:00,97.39956662720999
id_0,04/01/2022 00:00:00,110.66576397843565
id_0,04/02/2022 00:00:00,101.45147123580816
id_0,04/03/2022 00:00:00,110.14012021918472
id_0,04/04/2022 00:00:00,111.62595824906838
id_0,04/05/2022 00:00:00,89.83612518290616
id_0,04/06/2022 00:00:00,111.35660024792176
id_0,04/07/2022 00:00:00,127.7899638822379
id_0,04/08/2022 00:00:00,124.85110704110355
id_0,04/09/2022 00:00:00,127.74636321513724
id_0,04/10/2022 00:00:00,117.65044512815174
id_0,04/11/2022 00:00:00,99.99435201714104
id_0,04/12/2022 00:00:00,109.25839547221165
id_0,04/13/2022 00:00:00,109.34454919472776
id_0,04/14/2022 00:00:00,114.34353074004841
id_0,04/15/2022 00:00:00,124.38705084116847
