Id,DateOfPrice,Value
id_0,03/03/2022 00:00:00,10.3
id_0,03/04/2022 00:00:00,10.482300081978721
id_0,03/07/2022 00:00:00,10.204462889534668
id_0,03/08/2022 00:00:00,10.298378655451467
id_0,03/09/2022 00:00:00,10.941161759174195
id_0,03/10/2022 00:00:00,11.040325279530279
id_0,03/11/2022 00:00:00,10.87894553551608
id_0,03/14/2022 00:00:00,10.816380399351743
id_0,03/15/2022 00:00:00,10.642679152660074
id_0,03/16/2022 00:00:00,10.365776166508887
id_0,03/17/2022 00:00:00,10.410611229019102
id_0,03/18/2022 00:00:00,10.632155500265243
id_0,03/21/2022 00:00:00,10.944212133574672
id_0,03/22/2022 00:00:00,10.63282029146627
id_0,03/23/2022 00:00:00,10.91092660588876
id_0,03/24/2022 00:00:00,10.64996168337516
id_0,03/25/2022 00:00:00,10.44159542979714
id_0,03/28/2022 00:00:00,10.147808290287571
id_0,03/29/2022 00:00:00,10.360202194405124
id_0,03/30/2022 00:00:00,10.20080947960032
id_0,03/31/2022 00:00:00,10.209598361657397
id_0,04/01/2022 00:00:00,10.135585456385177
id_0,04/04/2022 00:00:00,9.944506344399384
id_0,04/05/2022 00:00:00,10.180790532168968
id_0,04/06/2022 00:00:00,10.159278821340681
id_0,04/07/2022 00:00:00,10.08130195448142
id_0,04/08/2022 00:00:00,10.001995452326847
id_0,04/11/2022 00:00:00,9.93768682908744
id_0,04/12/2022 00:00:00,9.917772108912864
id_0,04/13/2022 00:00:00,9.980824433713492
id_0,04/14/2022 00:00:00,9.983654869778642
id_0,04/19/2022 00:00:00,10.204734526917182
id_0,04/20/2022 00:00:00,10.113488398362772
id_0,04/21/2022 00:00:00,10.144490660577153
id_0,04/22/2022 00:00:00,10.529855026838625
id_0,04/25/2022 00:00:00,10.542398569054818
id_0,04/26/2022 00:00:00,10.465863772015432
id_0,04/27/2022 00:00:00,10.562361470798526
id_0,04/28/2022 00:00:00,10.482742686018282
id_0,04/29/2022 00:00:00,10.377954813715833
id_0,05/02/2022 00:00:00,10.439618827208074
id_0,05/03/2022 00:00:00,10.461953097164328
id_0,05/04/2022 00:00:00,10.372474654712864
id_0,05/05/2022 00:00:00,10.398534244212287
id_0,05/06/2022 00:00:00,10.481262454843922
id_0,05/09/2022 00:00:00,10.08747282750439
id_0,05/10/2022 00:00:00,10.088352796926205
id_0,05/11/2022 00:00:00,9.889088218537635
id_0,05/12/2022 00:00:00,9.867563629319216
id_0,05/13/2022 00:00:00,9.479948298787177
id_0,05/16/2022 00:00:00,9.272267891776448
id_0,05/17/2022 00:00:00,9.397411764320074
id_0,05/18/2022 00:00:00,9.032630287036666
id_0,05/19/2022 00:00:00,8.917279272316437
id_0,05/20/2022 00:00:00,9.107433241913535
id_0,05/23/2022 00:00:00,8.883271437559868
id_0,05/24/2022 00:00:00,8.643914598535448
id_0,05/25/2022 00:00:00,8.585726507431596
id_0,05/26/2022 00:00:00,8.39006826962652
id_0,05/27/2022 00:00:00,8.539172764620993
id_0,05/30/2022 00:00:00,8.547192286634939
id_0,05/31/2022 00:00:00,8.667476258583859
id_0,06/01/2022 00:00:00,8.656694139233002
id_0,06/02/2022 00:00:00,8.546524262423631
id_0,06/03/2022 00:00:00,8.816896021546416
id_0,06/06/2022 00:00:00,8.953986916288112
id_0,06/07/2022 00:00:00,9.000552900983248
id_0,06/08/2022 00:00:00,8.898534011686237
id_0,06/09/2022 00:00:00,8.9775971533784
id_0,06/10/2022 00:00:00,9.048350934014477
id_0,06/13/2022 00:00:00,9.141964858252765
id_0,06/14/2022 00:00:00,9.198340049625362
id_0,06/15/2022 00:00:00,9.189793233844167
id_0,06/16/2022 00:00:00,8.935424839504005
id_0,06/17/2022 00:00:00,9.01581955007157
id_0,06/20/2022 00:00:00,9.139083883873287
id_0,06/21/2022 00:00:00,8.925556282515807
id_0,06/22/2022 00:00:00,9.09469148972999
id_0,06/23/2022 00:00:00,9.04750826771384
id_0,06/24/2022 00:00:00,8.8939431163371
id_0,06/27/2022 00:00:00,9.02385580993215
id_0,06/28/2022 00:00:00,9.112350609170836
id_0,06/29/2022 00:00:00,9.160832961197
id_0,06/30/2022 00:00:00,8.887683498902538
id_0,07/01/2022 00:00:00,8.9326473834607
id_0,07/04/2022 00:00:00,9.037122754455494
id_0,07/05/2022 00:00:00,9.171170969297913
id_0,07/06/2022 00:00:00,9.342933769777723
id_0,07/07/2022 00:00:00,9.466884341696918
id_0,07/08/2022 00:00:00,9.3722143793207
id_0,07/11/2022 00:00:00,9.233767544956963
id_0,07/12/2022 00:00:00,9.42400459083096
id_0,07/13/2022 00:00:00,9.59646772931629
id_0,07/14/2022 00:00:00,9.824257420429253
id_0,07/15/2022 00:00:00,10.229851017311503
id_0,07/18/2022 00:00:00,9.976797185021507
id_0,07/19/2022 00:00:00,9.714495640678594
id_0,07/20/2022 00:00:00,9.85666610087207
id_0,07/21/2022 00:00:00,9.889707155978742
id_0,07/22/2022 00:00:00,10.166659513300957
id_0,07/25/2022 00:00:00,10.14812337083205
id_0,07/26/2022 00:00:00,10.019256686268134
id_0,07/27/2022 00:00:00,10.109652084290136
id_0,07/28/2022 00:00:00,9.68775488433546
id_0,07/29/2022 00:00:00,9.950545150876774
id_0,08/01/2022 00:00:00,9.800451365046387
id_0,08/02/2022 00:00:00,9.627596603672382
id_0,08/03/2022 00:00:00,9.599386045761767
id_0,08/04/2022 00:00:00,9.557169141847053
id_0,08/05/2022 00:00:00,9.359929368684421
id_0,08/08/2022 00:00:00,9.715935422034638
id_0,08/09/2022 00:00:00,9.756093819613158
id_0,08/10/2022 00:00:00,9.7081570374153
id_0,08/11/2022 00:00:00,9.957381166635768
id_0,08/12/2022 00:00:00,9.716257917029901
id_0,08/15/2022 00:00:00,9.91013237713225
id_0,08/16/2022 00:00:00,10.269152229483524
id_0,08/17/2022 00:00:00,10.268357596425638
id_0,08/18/2022 00:00:00,10.230562619905397
id_0,08/19/2022 00:00:00,10.258468622618343
id_0,08/22/2022 00:00:00,10.189543489599997
id_0,08/23/2022 00:00:00,10.219694830718161
id_0,08/24/2022 00:00:00,10.281366927382228
id_0,08/25/2022 00:00:00,10.486403299656363
id_0,08/26/2022 00:00:00,10.374391687686513
id_0,08/29/2022 00:00:00,10.139101172443862
id_0,08/30/2022 00:00:00,10.327004783838259
id_0,08/31/2022 00:00:00,9.749961438299676
id_0,09/01/2022 00:00:00,9.787792237376085
id_0,09/02/2022 00:00:00,9.701050828956244
id_0,09/05/2022 00:00:00,9.454957720019939
id_0,09/06/2022 00:00:00,9.083827885236717
id_0,09/07/2022 00:00:00,8.922737745061928
id_0,09/08/2022 00:00:00,9.259087622071462
id_0,09/09/2022 00:00:00,9.175426227053347
id_0,09/12/2022 00:00:00,9.382220780370595
